,Unnamed: 0,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AGE_RANGE,DAYS_EMPLOYED_RANGE,DAYS_REGISTRATION_RANGE,DAYS_ID_PUBLISH_RANGE,DAYS_LAST_PHONE_CHANGE_RANGE,AGE_RANGE_D,TARGET_D
871,871,100999,0.0,Cash loans,M,Y,N,0,450000.0,2125953.0,81108.0,1984500.0,Unaccompanied,Commercial associate,Higher education,Single / not married,With parents,0.072508,2.0,1,1,0,1,1,0,High skill tech staff,1.0,1,1,FRIDAY,16,0,0,0,0,0,0,Business Entity Type 1,0.3863325046015802,0.6830969189766944,0.5334816299804352,0.1962,0.0974,0.9806,0.7348,0.046,0.32,0.1379,0.4583,0.5,0.0188,0.16,0.1721,0.0,0.0017,0.2006,0.0951,0.9806,0.7452,0.0464,0.3222,0.1379,0.4583,0.5,0.0188,0.1754,0.1788,0.0,0.0012,0.1988,0.0985,0.9806,0.7383,0.0463,0.32,0.1379,0.4583,0.5,0.0191,0.1633,0.1752,0.0,0.0012,reg oper account,block of flats,0.1356,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,3,1,entre 27-40 ans,credit non remboursé
872,872,101000,0.0,Cash loans,M,N,Y,1,157500.0,592560.0,32274.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,9.0,1,1,0,1,0,0,Core staff,3.0,2,2,THURSDAY,13,0,0,0,0,0,0,Self-employed,0.5061548086628039,0.4277361268138588,0.4830501881366946,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,5.0,0.0,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,2,4,1,entre 27-40 ans,credit non remboursé
873,873,101001,0.0,Cash loans,F,N,N,2,157500.0,1024740.0,49428.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.0116569999999999,9.0,1,1,0,1,0,0,Sales staff,4.0,1,1,THURSDAY,15,0,0,0,1,1,0,Self-employed,0.5061548086628039,0.7265053217312659,0.6910212267577837,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,2.0,1.0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2,3,0,3,3,entre 27-40 ans,credit non remboursé
874,874,101003,0.0,Cash loans,M,Y,Y,0,247500.0,407745.0,42943.5,382500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,5.0,1,1,0,1,1,0,Managers,2.0,1,1,TUESDAY,13,0,0,0,0,0,0,Business Entity Type 1,0.7055608697228873,0.7464284647299886,0.4884551844437485,0.0155,0.0164,0.9573,0.7552,0.0213,0.04,0.0517,0.1667,0.2083,0.0,0.0756,0.0145,0.0,0.0168,0.0063,0.0,0.9573,0.7648,0.0192,0.0,0.0345,0.0833,0.2083,0.0,0.0771,0.0064,0.0,0.0,0.0156,0.0164,0.9573,0.7585,0.021,0.04,0.0517,0.1667,0.2083,0.0,0.077,0.0148,0.0,0.0172,reg oper account,block of flats,0.0332,"Stone, brick",No,5.0,0.0,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,2,2,3,4,3,entre 27-40 ans,credit non remboursé
875,875,101004,0.0,Cash loans,F,Y,Y,1,112500.0,1215000.0,84694.5,1215000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.005144,65.0,1,1,0,1,0,0,Laborers,3.0,2,2,THURSDAY,11,0,0,0,0,0,0,Postal,0.5061548086628039,0.3011543629189314,0.0520364070962328,0.1237,0.0801,0.993,0.9048,0.0491,0.12,0.1034,0.375,0.4167,0.0487,0.1009,0.1267,0.0,0.0,0.1261,0.0831,0.993,0.9085,0.0495,0.1208,0.1034,0.375,0.4167,0.0498,0.1102,0.132,0.0,0.0,0.1249,0.0801,0.993,0.9061,0.0494,0.12,0.1034,0.375,0.4167,0.0495,0.1026,0.129,0.0,0.0,reg oper account,block of flats,0.1265,Panel,No,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,3,1,4,4,1,entre 40-50 ans,credit non remboursé
876,876,101006,0.0,Revolving loans,F,N,N,0,180000.0,540000.0,27000.0,540000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.025164,9.0,1,0,0,1,1,0,Laborers,1.0,2,2,FRIDAY,8,0,0,0,0,0,0,XNA,0.5061548086628039,0.4347890995754515,0.6848276586890367,0.0186,0.0151,0.9861,0.8096,0.0048,0.0,0.069,0.0833,0.0,0.0,0.0151,0.0096,0.0,0.0,0.0189,0.0157,0.9861,0.8171,0.0048,0.0,0.069,0.0833,0.0,0.0,0.0165,0.01,0.0,0.0,0.0187,0.0151,0.9861,0.8121,0.0048,0.0,0.069,0.0833,0.0,0.0,0.0154,0.0098,0.0,0.0,reg oper spec account,block of flats,0.0131,Panel,No,3.0,0.0,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,4,3,5,4,5,entre 50-65 ans,credit non remboursé
877,877,101007,0.0,Cash loans,F,Y,N,0,202500.0,728460.0,40675.5,675000.0,Family,Working,Higher education,Separated,House / apartment,0.018634,22.0,1,1,1,1,0,0,Private service staff,1.0,2,2,SUNDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.5061548086628039,0.2858978721410488,0.1351060157401717,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,5,4,1,entre 40-50 ans,credit non remboursé
878,878,101009,0.0,Cash loans,F,N,Y,0,90000.0,239850.0,25186.5,225000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.015221,9.0,1,1,1,1,1,0,Sales staff,1.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,0.3248980593566119,0.3838678272245281,0.5567274263630174,0.0619,0.0552,0.9851,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0707,0.0756,0.054,0.0,0.0036,0.063,0.0573,0.9851,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0723,0.0771,0.0562,0.0,0.0011,0.0625,0.0552,0.9851,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0719,0.077,0.0549,0.0,0.0031,reg oper account,block of flats,0.0425,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,4,4,1,entre 27-40 ans,credit non remboursé
879,879,101010,0.0,Cash loans,F,N,N,0,67500.0,381528.0,17784.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006207,9.0,1,1,1,1,0,0,Laborers,2.0,2,2,TUESDAY,12,0,0,0,0,1,1,Industry: type 1,0.2733289634683939,0.3725139775130693,0.5334816299804352,0.088,0.0765,0.9826,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0578,0.0,0.0036,0.084,0.0749,0.9826,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0602,0.0,0.0011,0.0874,0.0761,0.9826,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0588,0.0,0.0031,reg oper account,block of flats,0.0454,Panel,No,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,1,1,1,entre 27-40 ans,credit non remboursé
880,880,101011,0.0,Cash loans,F,N,Y,0,112500.0,900000.0,26316.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,9.0,1,1,1,1,1,0,Laborers,2.0,2,2,TUESDAY,15,0,0,0,0,0,0,Self-employed,0.5061548086628039,0.6896820998281358,0.2955826421513093,0.0845,0.0765,0.9747,0.7552,0.0098,0.0,0.1379,0.1667,0.2083,0.0703,0.0647,0.0652,0.0193,0.0173,0.0861,0.0749,0.9747,0.7648,0.0098,0.0,0.1379,0.1667,0.2083,0.072,0.0707,0.068,0.0195,0.0184,0.0854,0.0761,0.9747,0.7585,0.0098,0.0,0.1379,0.1667,0.2083,0.0716,0.0658,0.0664,0.0194,0.0177,reg oper account,block of flats,0.0604,Block,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,4,3,0,3,2,entre 50-65 ans,credit non remboursé
881,881,101012,0.0,Cash loans,F,N,N,0,112500.0,755190.0,38556.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.009334,9.0,1,1,1,1,0,0,Sales staff,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.5061548086628039,0.68011189058162,0.1455428133497032,0.088,0.0765,0.9786,0.7552,0.0213,0.0,0.1034,0.0417,0.2083,0.0482,0.0756,0.0107,0.0,0.0036,0.084,0.0749,0.9786,0.7648,0.0192,0.0,0.1034,0.0417,0.2083,0.0459,0.0771,0.0112,0.0,0.0011,0.0874,0.0761,0.9786,0.7585,0.021,0.0,0.1034,0.0417,0.2083,0.0487,0.077,0.0109,0.0,0.0031,reg oper account,block of flats,0.0084,Wooden,No,3.0,1.0,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,5,2,3,entre 40-50 ans,credit non remboursé
882,882,101013,0.0,Cash loans,M,Y,Y,1,202500.0,518562.0,25078.5,463500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.025164,9.0,1,1,0,1,0,0,Laborers,3.0,2,2,FRIDAY,10,0,0,0,0,0,0,Self-employed,0.5061548086628039,0.1852208649870588,0.5334816299804352,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,4,4,1,entre 27-40 ans,credit non remboursé
883,883,101014,0.0,Cash loans,F,Y,N,0,225000.0,1002870.0,42619.5,922500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.04622,2.0,1,1,0,1,0,0,Laborers,2.0,1,1,WEDNESDAY,17,0,0,0,0,0,0,Business Entity Type 2,0.5061548086628039,0.6092550336586996,0.5989262182569273,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2,4,5,4,3,entre 27-40 ans,credit non remboursé
884,884,101015,0.0,Cash loans,F,N,Y,1,121500.0,755190.0,36459.0,675000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.00702,9.0,1,1,1,1,0,0,Sales staff,3.0,2,2,SATURDAY,11,0,0,0,0,0,0,Other,0.667555188417084,0.7608945067380364,0.5334816299804352,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,2.0,0.0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4,1,5,3,1,entre 50-65 ans,credit non remboursé
885,885,101016,0.0,Cash loans,M,Y,Y,0,315000.0,1546020.0,45202.5,1350000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.00823,11.0,1,1,1,1,1,0,Managers,2.0,2,2,THURSDAY,15,0,0,0,0,1,1,Self-employed,0.5061548086628039,0.0996697850438395,0.5334816299804352,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4,5,2,4,2,entre 50-65 ans,credit non remboursé
886,886,101017,0.0,Revolving loans,F,Y,Y,0,135000.0,135000.0,6750.0,135000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0038179999999999,13.0,1,0,0,1,0,0,Laborers,2.0,2,2,TUESDAY,5,0,0,0,0,0,0,XNA,0.5061548086628039,0.0124440564952857,0.3185955240537633,0.0082,0.0,0.9806,0.7348,0.0173,0.0,0.0345,0.0417,0.0833,0.0482,0.0067,0.0071,0.0,0.0258,0.0084,0.0,0.9806,0.7452,0.0174,0.0,0.0345,0.0417,0.0833,0.0459,0.0073,0.0074,0.0,0.0274,0.0083,0.0,0.9806,0.7383,0.0174,0.0,0.0345,0.0417,0.0833,0.0487,0.0068,0.0073,0.0,0.0264,reg oper account,block of flats,0.0094,Block,No,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,4,3,2,4,2,entre 50-65 ans,credit non remboursé
887,887,101018,0.0,Cash loans,M,Y,Y,0,238500.0,834048.0,27693.0,720000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.003813,10.0,1,1,1,1,1,0,Managers,2.0,2,2,MONDAY,12,0,0,0,0,0,0,School,0.4929869171101093,0.2776404168967356,0.5814837058057234,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0,3,5,4,4,4,entre 40-50 ans,credit non remboursé
888,888,101019,0.0,Cash loans,F,N,Y,0,382500.0,720000.0,21051.0,720000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0196889999999999,9.0,1,1,0,1,0,0,Medicine staff,2.0,2,2,SATURDAY,13,0,0,0,0,1,1,Transport: type 2,0.5061548086628039,0.6840003818264704,0.1245194708919845,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,3.0,0.0,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,4,4,4,1,3,entre 50-65 ans,credit non remboursé
889,889,101022,0.0,Cash loans,F,N,Y,0,112500.0,675000.0,32602.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.028663,9.0,1,0,0,1,1,0,Laborers,1.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,XNA,0.5061548086628039,0.5538759090397447,0.646329897706246,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,2.0,0.0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.0,4,3,4,4,2,entre 50-65 ans,credit non remboursé
890,890,101023,0.0,Cash loans,M,Y,Y,0,180000.0,640080.0,31261.5,450000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.04622,4.0,1,1,0,1,0,0,Laborers,2.0,1,1,WEDNESDAY,16,0,0,0,0,0,0,Other,0.5523675939700583,0.7175304114518785,0.5334816299804352,0.0804,0.1204,0.9747,0.6532,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0656,0.062,0.0,0.0,0.0819,0.1249,0.9747,0.6668,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0716,0.0646,0.0,0.0,0.0812,0.1204,0.9747,0.6578,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.0667,0.0631,0.0,0.0,reg oper account,block of flats,0.0488,"Stone, brick",No,3.0,0.0,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4,5,5,4,3,entre 50-65 ans,credit non remboursé
891,891,101027,0.0,Cash loans,M,Y,Y,0,135000.0,545040.0,26640.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,22.0,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,Self-employed,0.5061548086628039,0.6668506591012069,0.5334816299804352,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3,2,5,2,1,entre 40-50 ans,credit non remboursé
892,892,101028,0.0,Cash loans,F,N,Y,1,112500.0,886500.0,26050.5,886500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.0145199999999999,9.0,1,1,0,1,0,0,Laborers,3.0,2,2,MONDAY,12,0,0,0,0,0,0,Self-employed,0.5395892933762474,0.0954388677321727,0.2115507642052577,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2,4,4,4,3,entre 27-40 ans,credit non remboursé
893,893,101029,0.0,Revolving loans,M,Y,Y,0,315000.0,675000.0,33750.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018801,7.0,1,1,0,1,1,0,Laborers,2.0,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,0.5061548086628039,0.3656246219541169,0.4525335592581747,0.0,0.0765,0.9861,0.7552,0.0213,0.0,0.1379,0.3333,0.2083,0.0482,0.0756,0.1496,0.0,0.0036,0.0,0.0749,0.9861,0.7648,0.0192,0.0,0.1379,0.3333,0.2083,0.0459,0.0771,0.1559,0.0,0.0011,0.0,0.0761,0.9861,0.7585,0.021,0.0,0.1379,0.3333,0.2083,0.0487,0.077,0.1523,0.0,0.0031,reg oper account,block of flats,0.1177,Panel,No,3.0,1.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,4,4,5,4,1,entre 50-65 ans,credit non remboursé
894,894,101030,0.0,Cash loans,F,Y,Y,0,67500.0,900000.0,26446.5,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0072739999999999,5.0,1,1,0,1,0,0,Core staff,2.0,2,2,TUESDAY,14,0,0,0,0,0,0,Services,0.5061548086628039,0.5975229815419537,0.5334816299804352,0.0371,0.0,0.9722,0.6192,0.0081,0.0,0.1379,0.125,0.0,0.0415,0.0294,0.0463,0.0039,0.0185,0.0378,0.0,0.9722,0.6341,0.0081,0.0,0.1379,0.125,0.0,0.0425,0.0321,0.0482,0.0039,0.0196,0.0375,0.0,0.9722,0.6243,0.0081,0.0,0.1379,0.125,0.0,0.0422,0.0299,0.0471,0.0039,0.0189,reg oper account,block of flats,0.0448,"Stone, brick",No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,3,3,5,4,2,entre 40-50 ans,credit non remboursé
